seconds,mV,mV,mV
6.789,0.000,0.000,0.000
6.797,0.000,0.000,0.000
6.805,0.000,0.000,0.000
6.812,0.000,0.000,0.000
6.820,0.000,0.000,0.000
6.828,0.000,0.000,0.000
6.836,0.000,0.000,0.000
6.844,0.000,0.000,0.000
6.852,0.000,0.000,0.000
6.859,0.000,0.000,0.000
6.867,0.000,0.000,0.000
6.875,0.000,0.000,0.000
6.883,0.000,0.000,0.000
6.891,0.000,0.000,0.000
6.898,0.000,0.000,0.000
6.906,0.000,0.000,0.000
6.914,0.000,0.000,0.000
6.922,0.000,0.000,0.000
6.930,0.000,0.000,0.000
6.938,0.000,0.000,0.000
6.945,0.000,0.000,0.000
6.953,0.000,0.000,0.000
6.961,0.000,0.000,0.000
6.969,0.000,0.000,0.000
6.977,0.000,0.000,0.000
6.984,0.000,0.000,0.000
6.992,0.000,0.000,0.000
7.000,0.000,0.000,0.000
7.008,0.000,0.000,0.000
7.016,0.000,0.000,0.000
7.023,0.000,0.000,0.000
7.031,0.000,0.000,0.000
7.039,0.000,0.000,0.000
7.047,0.000,0.000,0.000
7.055,0.000,0.000,0.000
7.062,0.000,0.000,0.000
7.070,0.000,0.000,0.000
7.078,0.000,0.000,0.000
7.086,0.000,0.000,0.000
7.094,0.000,0.000,0.000
7.102,0.000,0.000,0.000
7.109,0.000,0.000,0.000
7.117,0.000,0.000,0.000
7.125,0.000,0.000,0.000
7.133,0.000,0.000,0.000
7.141,0.000,0.000,0.000
7.148,0.000,0.000,0.000
7.156,0.000,0.000,0.000
7.164,0.000,0.000,0.000
7.172,0.000,0.000,0.000
7.180,0.000,0.000,0.000
7.188,0.000,0.000,0.000
7.195,0.000,0.000,0.000
7.203,0.000,0.000,0.000
7.211,0.000,0.000,0.000
7.219,0.000,0.000,0.000
7.227,0.000,0.000,0.000
7.234,0.000,0.000,0.000
7.242,0.000,0.000,0.000
7.250,0.000,0.000,0.000
7.258,0.000,0.000,0.000
7.266,0.000,0.000,0.000
7.273,0.000,0.000,0.000
7.281,0.000,0.000,0.000
7.289,0.000,0.000,0.000
7.297,0.000,0.000,0.000
7.305,0.000,0.000,0.000
7.312,0.000,0.000,0.000
7.320,0.000,0.000,0.000
7.328,0.000,0.000,0.000
7.336,0.000,0.000,0.000
7.344,0.000,0.000,0.000
7.352,0.000,0.000,0.000
7.359,0.000,0.000,0.000
7.367,0.000,0.000,0.000
7.375,0.000,0.000,0.000
7.383,0.000,0.000,0.000
7.391,0.000,0.000,0.000
7.398,0.000,0.000,0.000
7.406,0.000,0.000,0.000
7.414,0.000,0.000,0.000
7.422,0.000,0.000,0.000
7.430,0.000,0.000,0.000
7.438,1.000,1.000,1.000
7.445,1.000,1.000,1.000
7.453,1.000,1.000,1.000
7.461,1.000,1.000,1.000
7.469,1.000,1.000,1.000
7.477,1.000,1.000,1.000
7.484,1.000,1.000,1.000
7.492,1.000,1.000,1.000
7.500,1.000,1.000,1.000
7.508,1.000,1.000,1.000
7.516,1.000,1.000,1.000
7.523,1.000,1.000,1.000
7.531,1.000,1.000,1.000
7.539,1.000,1.000,1.000
7.547,1.000,1.000,1.000
7.555,1.000,1.000,1.000
7.562,1.000,1.000,1.000
7.570,1.000,1.000,1.000
7.578,0.000,0.000,0.000
7.586,0.000,0.000,0.000
7.594,0.000,0.000,0.000
7.602,0.000,0.000,0.000
7.609,0.000,0.000,0.000
7.617,0.000,0.000,0.000
7.625,0.000,0.000,0.000
7.633,0.000,0.000,0.000
7.641,0.000,0.000,0.000
7.648,0.000,0.000,0.000
7.656,0.000,0.000,0.000
7.664,0.000,0.000,0.000
7.672,0.000,0.000,0.000
7.680,0.000,0.000,0.000
7.688,0.000,0.000,0.000
7.695,0.000,0.000,0.000
7.703,0.000,0.000,0.000
7.711,0.000,0.000,0.000
7.719,0.000,0.000,0.000
7.727,0.000,0.000,0.000
7.734,0.000,0.000,0.000
7.742,0.000,0.000,0.000
7.750,0.000,0.000,0.000
7.758,0.000,0.000,0.000
7.766,0.000,0.000,0.000
7.773,0.000,0.000,0.000
7.781,0.000,0.000,0.000
7.789,0.000,0.000,0.000
7.797,0.000,0.000,0.000
7.805,0.000,0.000,0.000
7.812,0.000,0.000,0.000
7.820,0.000,0.000,0.000
7.828,0.000,0.000,0.000
7.836,0.000,0.000,0.000
7.844,0.000,0.000,0.000
7.852,0.000,0.000,0.000
7.859,0.000,0.000,0.000
7.867,0.000,0.000,0.000
7.875,0.000,0.000,0.000
7.883,0.000,0.000,0.000
7.891,0.000,0.000,0.000
7.898,0.000,0.000,0.000
7.906,0.000,0.000,0.000
7.914,0.000,0.000,0.000
7.922,0.000,0.000,0.000
7.930,0.000,0.000,0.000
7.938,0.000,0.000,0.000
7.945,0.000,0.000,0.000
7.953,0.000,0.000,0.000
7.961,0.000,0.000,0.000
7.969,0.000,0.000,0.000
7.977,0.000,0.000,0.000
7.984,0.000,0.000,0.000
7.992,0.000,0.000,0.000
8.000,0.000,0.000,0.000
8.008,0.000,0.000,0.000
8.016,0.000,0.000,0.000
8.023,0.000,0.000,0.000
8.031,0.000,0.000,0.000
8.039,0.000,0.000,0.000
8.047,0.000,0.000,0.000
8.055,0.000,0.000,0.000
8.062,0.000,0.000,0.000
8.070,0.000,0.000,0.000
8.078,0.000,0.000,0.000
8.086,0.000,0.000,0.000
8.094,0.000,0.000,0.000
8.102,0.000,0.000,0.000
8.109,0.000,0.000,0.000
8.117,0.000,0.000,0.000
8.125,0.000,0.000,0.000
8.133,0.000,0.000,0.000
8.141,0.000,0.000,0.000
8.148,0.000,0.000,0.000
8.156,0.000,0.000,0.000
8.164,0.000,0.000,0.000
8.172,0.000,0.000,0.000
8.180,0.000,0.000,0.000
8.188,0.000,0.000,0.000
8.195,0.000,0.000,0.000
8.203,0.000,0.000,0.000
8.211,0.000,0.000,0.000
8.219,0.000,0.000,0.000
8.227,0.000,0.000,0.000
8.234,0.000,0.000,0.000
8.242,0.000,0.000,0.000
8.250,0.000,0.000,0.000
8.258,0.000,0.000,0.000
8.266,0.000,0.000,0.000
8.273,0.000,0.000,0.000
8.281,0.000,0.000,0.000
8.289,0.000,0.000,0.000
8.297,0.000,0.000,0.000
8.305,0.000,0.000,0.000
8.312,0.000,0.000,0.000
8.320,0.000,0.000,0.000
8.328,0.000,0.000,0.000
8.336,0.000,0.000,0.000
8.344,0.000,0.000,0.000
8.352,0.000,0.000,0.000
8.359,0.000,0.000,0.000
8.367,0.000,0.000,0.000
8.375,0.000,0.000,0.000
8.383,0.000,0.000,0.000
8.391,0.000,0.000,0.000
8.398,0.000,0.000,0.000
8.406,0.000,0.000,0.000
8.414,0.000,0.000,0.000
8.422,0.000,0.000,0.000
8.430,0.000,0.000,0.000
8.438,1.000,1.000,1.000
8.445,1.000,1.000,1.000
8.453,1.000,1.000,1.000
8.461,1.000,1.000,1.000
8.469,1.000,1.000,1.000
8.477,1.000,1.000,1.000
8.484,1.000,1.000,1.000
8.492,1.000,1.000,1.000
8.500,1.000,1.000,1.000
8.508,1.000,1.000,1.000
8.516,1.000,1.000,1.000
8.523,1.000,1.000,1.000
8.531,1.000,1.000,1.000
8.539,1.000,1.000,1.000
8.547,1.000,1.000,1.000
8.555,1.000,1.000,1.000
8.562,1.000,1.000,1.000
8.570,1.000,1.000,1.000
8.578,0.000,0.000,0.000
8.586,0.000,0.000,0.000
8.594,0.000,0.000,0.000
8.602,0.000,0.000,0.000
8.609,0.000,0.000,0.000
8.617,0.000,0.000,0.000
8.625,0.000,0.000,0.000
8.633,0.000,0.000,0.000
8.641,0.000,0.000,0.000
8.648,0.000,0.000,0.000
8.656,0.000,0.000,0.000
8.664,0.000,0.000,0.000
8.672,0.000,0.000,0.000
8.680,0.000,0.000,0.000
8.688,0.000,0.000,0.000
8.695,0.000,0.000,0.000
8.703,0.000,0.000,0.000
8.711,0.000,0.000,0.000
8.719,0.000,0.000,0.000
8.727,0.000,0.000,0.000
8.734,0.000,0.000,0.000
8.742,0.000,0.000,0.000
8.750,0.000,0.000,0.000
8.758,0.000,0.000,0.000
8.766,0.000,0.000,0.000
8.773,0.000,0.000,0.000
8.781,0.000,0.000,0.000
8.789,0.000,0.000,0.000
8.797,0.000,0.000,0.000
8.805,0.000,0.000,0.000
8.812,0.000,0.000,0.000
8.820,0.000,0.000,0.000
8.828,0.000,0.000,0.000
8.836,0.000,0.000,0.000
8.844,0.000,0.000,0.000
8.852,0.000,0.000,0.000
8.859,0.000,0.000,0.000
8.867,0.000,0.000,0.000
8.875,0.000,0.000,0.000
8.883,0.000,0.000,0.000
8.891,0.000,0.000,0.000
8.898,0.000,0.000,0.000
8.906,0.000,0.000,0.000
8.914,0.000,0.000,0.000
8.922,0.000,0.000,0.000
8.930,0.000,0.000,0.000
8.938,0.000,0.000,0.000
8.945,0.000,0.000,0.000
8.953,0.000,0.000,0.000
8.961,0.000,0.000,0.000
8.969,0.000,0.000,0.000
8.977,0.000,0.000,0.000
8.984,0.000,0.000,0.000
8.992,0.000,0.000,0.000
9.000,0.000,0.000,0.000
9.008,0.000,0.000,0.000
9.016,0.000,0.000,0.000
9.023,0.000,0.000,0.000
9.031,0.000,0.000,0.000
9.039,0.000,0.000,0.000
9.047,0.000,0.000,0.000
9.055,0.000,0.000,0.000
9.062,0.000,0.000,0.000
9.070,0.000,0.000,0.000
9.078,0.000,0.000,0.000
9.086,0.000,0.000,0.000
9.094,0.000,0.000,0.000
9.102,0.000,0.000,0.000
9.109,0.000,0.000,0.000
9.117,0.000,0.000,0.000
9.125,0.000,0.000,0.000
9.133,0.000,0.000,0.000
9.141,0.000,0.000,0.000
9.148,0.000,0.000,0.000
9.156,0.000,0.000,0.000
9.164,0.000,0.000,0.000
9.172,0.000,0.000,0.000
9.180,0.000,0.000,0.000
9.188,0.000,0.000,0.000
9.195,0.000,0.000,0.000
9.203,0.000,0.000,0.000
9.211,0.000,0.000,0.000
9.219,0.000,0.000,0.000
9.227,0.000,0.000,0.000
9.234,0.000,0.000,0.000
9.242,0.000,0.000,0.000
9.250,0.000,0.000,0.000
9.258,0.000,0.000,0.000
9.266,0.000,0.000,0.000
9.273,0.000,0.000,0.000
9.281,0.000,0.000,0.000
9.289,0.000,0.000,0.000
9.297,0.000,0.000,0.000
9.305,0.000,0.000,0.000
9.312,0.000,0.000,0.000
9.320,0.000,0.000,0.000
9.328,0.000,0.000,0.000
9.336,0.000,0.000,0.000
9.344,0.000,0.000,0.000
9.352,0.000,0.000,0.000
9.359,0.000,0.000,0.000
9.367,0.000,0.000,0.000
9.375,0.000,0.000,0.000
9.383,0.000,0.000,0.000
9.391,0.000,0.000,0.000
9.398,0.000,0.000,0.000
9.406,0.000,0.000,0.000
9.414,0.000,0.000,0.000
9.422,0.000,0.000,0.000
9.430,0.000,0.000,0.000
9.438,1.000,1.000,1.000
9.445,1.000,1.000,1.000
9.453,1.000,1.000,1.000
9.461,1.000,1.000,1.000
9.469,1.000,1.000,1.000
9.477,1.000,1.000,1.000
9.484,1.000,1.000,1.000
9.492,1.000,1.000,1.000
9.500,1.000,1.000,1.000
9.508,1.000,1.000,1.000
9.516,1.000,1.000,1.000
9.523,1.000,1.000,1.000
9.531,1.000,1.000,1.000
9.539,1.000,1.000,1.000
9.547,1.000,1.000,1.000
9.555,1.000,1.000,1.000
9.562,1.000,1.000,1.000
9.570,1.000,1.000,1.000
9.578,0.000,0.000,0.000
9.586,0.000,0.000,0.000
9.594,0.000,0.000,0.000
9.602,0.000,0.000,0.000
9.609,0.000,0.000,0.000
9.617,0.000,0.000,0.000
9.625,0.000,0.000,0.000
9.633,0.000,0.000,0.000
9.641,0.000,0.000,0.000
9.648,0.000,0.000,0.000
9.656,0.000,0.000,0.000
9.664,0.000,0.000,0.000
9.672,0.000,0.000,0.000
9.680,0.000,0.000,0.000
9.688,0.000,0.000,0.000
9.695,0.000,0.000,0.000
9.703,0.000,0.000,0.000
9.711,0.000,0.000,0.000
9.719,0.000,0.000,0.000
9.727,0.000,0.000,0.000
9.734,0.000,0.000,0.000
9.742,0.000,0.000,0.000
9.750,0.000,0.000,0.000
9.758,0.000,0.000,0.000
9.766,0.000,0.000,0.000
9.773,0.000,0.000,0.000
9.781,0.000,0.000,0.000
9.789,0.000,0.000,0.000
9.797,0.000,0.000,0.000
9.805,0.000,0.000,0.000
9.812,0.000,0.000,0.000
9.820,0.000,0.000,0.000
9.828,0.000,0.000,0.000
9.836,0.000,0.000,0.000
9.844,0.000,0.000,0.000
9.852,0.000,0.000,0.000
9.859,0.000,0.000,0.000
9.867,0.000,0.000,0.000
9.875,0.000,0.000,0.000
9.883,0.000,0.000,0.000
9.891,0.000,0.000,0.000
9.898,0.000,0.000,0.000
9.906,0.000,0.000,0.000
9.914,0.000,0.000,0.000
9.922,0.000,0.000,0.000
9.930,0.000,0.000,0.000
9.938,0.000,0.000,0.000
9.945,0.000,0.000,0.000
9.953,0.000,0.000,0.000
9.961,0.000,0.000,0.000
9.969,0.000,0.000,0.000
9.977,0.000,0.000,0.000
9.984,0.000,0.000,0.000
9.992,0.000,0.000,0.000
10.000,0.000,0.000,0.000
10.008,0.000,0.000,0.000
10.016,0.000,0.000,0.000
10.023,0.000,0.000,0.000
10.031,0.000,0.000,0.000
10.039,0.000,0.000,0.000
10.047,0.000,0.000,0.000
10.055,0.000,0.000,0.000
10.062,0.000,0.000,0.000
10.070,0.000,0.000,0.000
10.078,0.000,0.000,0.000
10.086,0.000,0.000,0.000
10.094,0.000,0.000,0.000
10.102,0.000,0.000,0.000
10.109,0.000,0.000,0.000
10.117,0.000,0.000,0.000
10.125,0.000,0.000,0.000
10.133,0.000,0.000,0.000
10.141,0.000,0.000,0.000
10.148,0.000,0.000,0.000
10.156,0.000,0.000,0.000
10.164,0.000,0.000,0.000
10.172,0.000,0.000,0.000
10.180,0.000,0.000,0.000
10.188,0.000,0.000,0.000
10.195,0.000,0.000,0.000
10.203,0.000,0.000,0.000
10.211,0.000,0.000,0.000
10.219,0.000,0.000,0.000
10.227,0.000,0.000,0.000
10.234,0.000,0.000,0.000
10.242,0.000,0.000,0.000
10.250,0.000,0.000,0.000
10.258,0.000,0.000,0.000
10.266,0.000,0.000,0.000
10.273,0.000,0.000,0.000
10.281,0.000,0.000,0.000
10.289,0.000,0.000,0.000
10.297,0.000,0.000,0.000
10.305,0.000,0.000,0.000
10.312,0.000,0.000,0.000
10.320,0.000,0.000,0.000
10.328,0.000,0.000,0.000
10.336,0.000,0.000,0.000
10.344,0.000,0.000,0.000
10.352,0.000,0.000,0.000
10.359,0.000,0.000,0.000
10.367,0.000,0.000,0.000
10.375,0.000,0.000,0.000
10.383,0.000,0.000,0.000
10.391,0.000,0.000,0.000
10.398,0.000,0.000,0.000
10.406,0.000,0.000,0.000
10.414,0.000,0.000,0.000
10.422,0.000,0.000,0.000
10.430,0.000,0.000,0.000
10.438,1.000,1.000,1.000
10.445,1.000,1.000,1.000
10.453,1.000,1.000,1.000
10.461,1.000,1.000,1.000
10.469,1.000,1.000,1.000
10.477,1.000,1.000,1.000
10.484,1.000,1.000,1.000
10.492,1.000,1.000,1.000
10.500,1.000,1.000,1.000
10.508,1.000,1.000,1.000
10.516,1.000,1.000,1.000
10.523,1.000,1.000,1.000
10.531,1.000,1.000,1.000
10.539,1.000,1.000,1.000
10.547,1.000,1.000,1.000
10.555,1.000,1.000,1.000
10.562,1.000,1.000,1.000
10.570,1.000,1.000,1.000
10.578,0.000,0.000,0.000
10.586,0.000,0.000,0.000
10.594,0.000,0.000,0.000
10.602,0.000,0.000,0.000
10.609,0.000,0.000,0.000
10.617,0.000,0.000,0.000
10.625,0.000,0.000,0.000
10.633,0.000,0.000,0.000
10.641,0.000,0.000,0.000
10.648,0.000,0.000,0.000
10.656,0.000,0.000,0.000
10.664,0.000,0.000,0.000
10.672,0.000,0.000,0.000
10.680,0.000,0.000,0.000
10.688,0.000,0.000,0.000
10.695,0.000,0.000,0.000
10.703,0.000,0.000,0.000
10.711,0.000,0.000,0.000
10.719,0.000,0.000,0.000
10.727,0.000,0.000,0.000
10.734,0.000,0.000,0.000
10.742,0.000,0.000,0.000
10.750,0.000,0.000,0.000
10.758,0.000,0.000,0.000
10.766,0.000,0.000,0.000
10.773,0.000,0.000,0.000
10.781,0.000,0.000,0.000
10.789,0.000,0.000,0.000
10.797,0.000,0.000,0.000
10.805,0.000,0.000,0.000
10.812,0.000,0.000,0.000
10.820,0.000,0.000,0.000
10.828,0.000,0.000,0.000
10.836,0.000,0.000,0.000
10.844,0.000,0.000,0.000
10.852,0.000,0.000,0.000
10.859,0.000,0.000,0.000
10.867,0.000,0.000,0.000
10.875,0.000,0.000,0.000
10.883,0.000,0.000,0.000
10.891,0.000,0.000,0.000
10.898,0.000,0.000,0.000
10.906,0.000,0.000,0.000
10.914,0.000,0.000,0.000
10.922,0.000,0.000,0.000
10.930,0.000,0.000,0.000
10.938,0.000,0.000,0.000
10.945,0.000,0.000,0.000
10.953,0.000,0.000,0.000
10.961,0.000,0.000,0.000
10.969,0.000,0.000,0.000
10.977,0.000,0.000,0.000
10.984,0.000,0.000,0.000
10.992,0.000,0.000,0.000
11.000,0.000,0.000,0.000
11.008,0.000,0.000,0.000
11.016,0.000,0.000,0.000
11.023,0.000,0.000,0.000
11.031,0.000,0.000,0.000
11.039,0.000,0.000,0.000
11.047,0.000,0.000,0.000
11.055,0.000,0.000,0.000
11.062,0.000,0.000,0.000
11.070,0.000,0.000,0.000
11.078,0.000,0.000,0.000
11.086,0.000,0.000,0.000
11.094,0.000,0.000,0.000
11.102,0.000,0.000,0.000
11.109,0.000,0.000,0.000
11.117,0.000,0.000,0.000
11.125,0.000,0.000,0.000
11.133,0.000,0.000,0.000
11.141,0.000,0.000,0.000
11.148,0.000,0.000,0.000
11.156,0.000,0.000,0.000
11.164,0.000,0.000,0.000
11.172,0.000,0.000,0.000
11.180,0.000,0.000,0.000
11.188,0.000,0.000,0.000
11.195,0.000,0.000,0.000
11.203,0.000,0.000,0.000
11.211,0.000,0.000,0.000
11.219,0.000,0.000,0.000
11.227,0.000,0.000,0.000
11.234,0.000,0.000,0.000
11.242,0.000,0.000,0.000
11.250,0.000,0.000,0.000
11.258,0.000,0.000,0.000
11.266,0.000,0.000,0.000
11.273,0.000,0.000,0.000
11.281,0.000,0.000,0.000
11.289,0.000,0.000,0.000
11.297,0.000,0.000,0.000
11.305,0.000,0.000,0.000
11.312,0.000,0.000,0.000
11.320,0.000,0.000,0.000
11.328,0.000,0.000,0.000
11.336,0.000,0.000,0.000
11.344,0.000,0.000,0.000
11.352,0.000,0.000,0.000
11.359,0.000,0.000,0.000
11.367,0.000,0.000,0.000
11.375,0.000,0.000,0.000
11.383,0.000,0.000,0.000
11.391,0.000,0.000,0.000
11.398,0.000,0.000,0.000
11.406,0.000,0.000,0.000
11.414,0.000,0.000,0.000
11.422,0.000,0.000,0.000
11.430,0.000,0.000,0.000
11.438,1.000,1.000,1.000
11.445,1.000,1.000,1.000
11.453,1.000,1.000,1.000
11.461,1.000,1.000,1.000
11.469,1.000,1.000,1.000
11.477,1.000,1.000,1.000
11.484,1.000,1.000,1.000
11.492,1.000,1.000,1.000
11.500,1.000,1.000,1.000
11.508,1.000,1.000,1.000
11.516,1.000,1.000,1.000
11.523,1.000,1.000,1.000
11.531,1.000,1.000,1.000
11.539,1.000,1.000,1.000
11.547,1.000,1.000,1.000
11.555,1.000,1.000,1.000
11.562,1.000,1.000,1.000
11.570,1.000,1.000,1.000
11.578,0.000,0.000,0.000
11.586,0.000,0.000,0.000
11.594,0.000,0.000,0.000
11.602,0.000,0.000,0.000
11.609,0.000,0.000,0.000
11.617,0.000,0.000,0.000
11.625,0.000,0.000,0.000
11.633,0.000,0.000,0.000
11.641,0.000,0.000,0.000
11.648,0.000,0.000,0.000
11.656,0.000,0.000,0.000
11.664,0.000,0.000,0.000
11.672,0.000,0.000,0.000
11.680,0.000,0.000,0.000
11.688,0.000,0.000,0.000
11.695,0.000,0.000,0.000
11.703,0.000,0.000,0.000
11.711,0.000,0.000,0.000
11.719,0.000,0.000,0.000
11.727,0.000,0.000,0.000
11.734,0.000,0.000,0.000
11.742,0.000,0.000,0.000
11.750,0.000,0.000,0.000
11.758,0.000,0.000,0.000
11.766,0.000,0.000,0.000
11.773,0.000,0.000,0.000
11.781,0.000,0.000,0.000
11.789,0.000,0.000,0.000
11.797,0.000,0.000,0.000
11.805,0.000,0.000,0.000
11.812,0.000,0.000,0.000
11.820,0.000,0.000,0.000
11.828,0.000,0.000,0.000
11.836,0.000,0.000,0.000
11.844,0.000,0.000,0.000
11.852,0.000,0.000,0.000
11.859,0.000,0.000,0.000
11.867,0.000,0.000,0.000
11.875,0.000,0.000,0.000
11.883,0.000,0.000,0.000
11.891,0.000,0.000,0.000
11.898,0.000,0.000,0.000
11.906,0.000,0.000,0.000
11.914,0.000,0.000,0.000
11.922,0.000,0.000,0.000
11.930,0.000,0.000,0.000
11.938,0.000,0.000,0.000
11.945,0.000,0.000,0.000
11.953,0.000,0.000,0.000
11.961,0.000,0.000,0.000
11.969,0.000,0.000,0.000
11.977,0.000,0.000,0.000
11.984,0.000,0.000,0.000
11.992,0.000,0.000,0.000
12.000,0.000,0.000,0.000
12.008,0.000,0.000,0.000
12.016,0.000,0.000,0.000
12.023,0.000,0.000,0.000
12.031,0.000,0.000,0.000
12.039,0.000,0.000,0.000
12.047,0.000,0.000,0.000
12.055,0.000,0.000,0.000
12.062,0.000,0.000,0.000
12.070,0.000,0.000,0.000
12.078,0.000,0.000,0.000
12.086,0.000,0.000,0.000
12.094,0.000,0.000,0.000
12.102,0.000,0.000,0.000
12.109,0.000,0.000,0.000
12.117,0.000,0.000,0.000
12.125,0.000,0.000,0.000
12.133,0.000,0.000,0.000
12.141,0.000,0.000,0.000
12.148,0.000,0.000,0.000
12.156,0.000,0.000,0.000
12.164,0.000,0.000,0.000
12.172,0.000,0.000,0.000
12.180,0.000,0.000,0.000
12.188,0.000,0.000,0.000
12.195,0.000,0.000,0.000
12.203,0.000,0.000,0.000
12.211,0.000,0.000,0.000
12.219,0.000,0.000,0.000
12.227,0.000,0.000,0.000
12.234,0.000,0.000,0.000
12.242,0.000,0.000,0.000
12.250,0.000,0.000,0.000
12.258,0.000,0.000,0.000
12.266,0.000,0.000,0.000
12.273,0.000,0.000,0.000
12.281,0.000,0.000,0.000
12.289,0.000,0.000,0.000
12.297,0.000,0.000,0.000
12.305,0.000,0.000,0.000
12.312,0.000,0.000,0.000
12.320,0.000,0.000,0.000
12.328,0.000,0.000,0.000
12.336,0.000,0.000,0.000
12.344,0.000,0.000,0.000
12.352,0.000,0.000,0.000
12.359,0.000,0.000,0.000
12.367,0.000,0.000,0.000
12.375,0.000,0.000,0.000
12.383,0.000,0.000,0.000
12.391,0.000,0.000,0.000
12.398,0.000,0.000,0.000
12.406,0.000,0.000,0.000
12.414,0.000,0.000,0.000
12.422,0.000,0.000,0.000
12.430,0.000,0.000,0.000
12.438,1.000,1.000,1.000
12.445,1.000,1.000,1.000
12.453,1.000,1.000,1.000
12.461,1.000,1.000,1.000
12.469,1.000,1.000,1.000
12.477,1.000,1.000,1.000
12.484,1.000,1.000,1.000
12.492,1.000,1.000,1.000
12.500,1.000,1.000,1.000
12.508,1.000,1.000,1.000
12.516,1.000,1.000,1.000
12.523,1.000,1.000,1.000
12.531,1.000,1.000,1.000
12.539,1.000,1.000,1.000
12.547,1.000,1.000,1.000
12.555,1.000,1.000,1.000
12.562,1.000,1.000,1.000
12.570,1.000,1.000,1.000
12.578,0.000,0.000,0.000
12.586,0.000,0.000,0.000
12.594,0.000,0.000,0.000
12.602,0.000,0.000,0.000
12.609,0.000,0.000,0.000
12.617,0.000,0.000,0.000
12.625,0.000,0.000,0.000
12.633,0.000,0.000,0.000
12.641,0.000,0.000,0.000
12.648,0.000,0.000,0.000
12.656,0.000,0.000,0.000
12.664,0.000,0.000,0.000
12.672,0.000,0.000,0.000
12.680,0.000,0.000,0.000
12.688,0.000,0.000,0.000
12.695,0.000,0.000,0.000
12.703,0.000,0.000,0.000
12.711,0.000,0.000,0.000
12.719,0.000,0.000,0.000
12.727,0.000,0.000,0.000
12.734,0.000,0.000,0.000
12.742,0.000,0.000,0.000
12.750,0.000,0.000,0.000
12.758,0.000,0.000,0.000
12.766,0.000,0.000,0.000
12.773,0.000,0.000,0.000
12.781,0.000,0.000,0.000
12.789,0.000,0.000,0.000
12.797,0.000,0.000,0.000
12.805,0.000,0.000,0.000
12.812,0.000,0.000,0.000
12.820,0.000,0.000,0.000
12.828,0.000,0.000,0.000
12.836,0.000,0.000,0.000
12.844,0.000,0.000,0.000
12.852,0.000,0.000,0.000
12.859,0.000,0.000,0.000
12.867,0.000,0.000,0.000
12.875,0.000,0.000,0.000
12.883,0.000,0.000,0.000
12.891,0.000,0.000,0.000
12.898,0.000,0.000,0.000
12.906,0.000,0.000,0.000
12.914,0.000,0.000,0.000
12.922,0.000,0.000,0.000
12.930,0.000,0.000,0.000
12.938,0.000,0.000,0.000
12.945,0.000,0.000,0.000
12.953,0.000,0.000,0.000
12.961,0.000,0.000,0.000
12.969,0.000,0.000,0.000
12.977,0.000,0.000,0.000
12.984,0.000,0.000,0.000
12.992,0.000,0.000,0.000
13.000,0.000,0.000,0.000
13.008,0.000,0.000,0.000
13.016,0.000,0.000,0.000
13.023,0.000,0.000,0.000
13.031,0.000,0.000,0.000
13.039,0.000,0.000,0.000
13.047,0.000,0.000,0.000
13.055,0.000,0.000,0.000
13.062,0.000,0.000,0.000
13.070,0.000,0.000,0.000
13.078,0.000,0.000,0.000
13.086,0.000,0.000,0.000
13.094,0.000,0.000,0.000
13.102,0.000,0.000,0.000
13.109,0.000,0.000,0.000
13.117,0.000,0.000,0.000
13.125,0.000,0.000,0.000
13.133,0.000,0.000,0.000
13.141,0.000,0.000,0.000
13.148,0.000,0.000,0.000
13.156,0.000,0.000,0.000
13.164,0.000,0.000,0.000
13.172,0.000,0.000,0.000
13.180,0.000,0.000,0.000
13.188,0.000,0.000,0.000
13.195,0.000,0.000,0.000
13.203,0.000,0.000,0.000
13.211,0.000,0.000,0.000
13.219,0.000,0.000,0.000
13.227,0.000,0.000,0.000
13.234,0.000,0.000,0.000
13.242,0.000,0.000,0.000
13.250,0.000,0.000,0.000
13.258,0.000,0.000,0.000
13.266,0.000,0.000,0.000
13.273,0.000,0.000,0.000
13.281,0.000,0.000,0.000
13.289,0.000,0.000,0.000
13.297,0.000,0.000,0.000
13.305,0.000,0.000,0.000
13.312,0.000,0.000,0.000
13.320,0.000,0.000,0.000
13.328,0.000,0.000,0.000
13.336,0.000,0.000,0.000
13.344,0.000,0.000,0.000
13.352,0.000,0.000,0.000
13.359,0.000,0.000,0.000
13.367,0.000,0.000,0.000
13.375,0.000,0.000,0.000
13.383,0.000,0.000,0.000
13.391,0.000,0.000,0.000
13.398,0.000,0.000,0.000
13.406,0.000,0.000,0.000
13.414,0.000,0.000,0.000
13.422,0.000,0.000,0.000
13.430,0.000,0.000,0.000
13.438,1.000,1.000,1.000
13.445,1.000,1.000,1.000
13.453,1.000,1.000,1.000
13.461,1.000,1.000,1.000
13.469,1.000,1.000,1.000
13.477,1.000,1.000,1.000
13.484,1.000,1.000,1.000
13.492,1.000,1.000,1.000
13.500,1.000,1.000,1.000
13.508,1.000,1.000,1.000
13.516,1.000,1.000,1.000
13.523,1.000,1.000,1.000
13.531,1.000,1.000,1.000
13.539,1.000,1.000,1.000
13.547,1.000,1.000,1.000
13.555,1.000,1.000,1.000
13.562,1.000,1.000,1.000
13.570,1.000,1.000,1.000
13.578,0.000,0.000,0.000
13.586,0.000,0.000,0.000
13.594,0.000,0.000,0.000
13.602,0.000,0.000,0.000
13.609,0.000,0.000,0.000
